# IAZAHLN,IAZAHLF,AT0(3),FCOR(3),FCOR1(far),FCOR2(near), fcor2_1,fcor2_2
#  2160   61  1.00  1.00  1.00    1.39   1.41   1.39   1.64  0.842   1.00  1.00
# Table for near sidelobes (IAZAHLN rows)
# AP1,AP2,AT1,AT2 cell edges (phi_low, phi_high, radius_low, radius_high)
# also used to calculate solid angle
# Factor (only one column is used!): "Gain"
# AP1,AP2,AT1,AT2,AG //  IAZAHLN CARDS  FOR NEAR SIDELOBE REGION
 255.00 260.00   1.38   1.50    0.7193303110E+00    0.7193303110E+00
 260.00 265.00   1.38   1.50    0.2251325990E+02    0.2251325990E+02
 265.00 270.00   1.38   1.50    0.1956316380E+03    0.1956316380E+03
 270.00 275.00   1.38   1.50    0.1848375700E+03    0.1848375700E+03
 275.00 280.00   1.38   1.50    0.2251326180E+02    0.2251326180E+02
 280.00 285.00   1.38   1.50    0.7193301320E+00    0.7193301320E+00
 285.00 290.00   1.38   1.50    0.4115155040E+00    0.4115155040E+00
 290.00 295.00   1.38   1.50    0.3257689240E+01    0.3257689240E+01
 295.00 300.00   1.38   1.50    0.5094392900E+00    0.5094392900E+00
 300.00 305.00   1.38   1.50    0.3000984190E+00    0.3000984190E+00
 305.00 310.00   1.38   1.50    0.2496750800E+00    0.2496750800E+00
 310.00 315.00   1.38   1.50    0.7631172240E-01    0.7631172240E-01
 315.00 320.00   1.38   1.50    0.8202671260E-01    0.8202671260E-01
 320.00 325.00   1.38   1.50    0.2496750500E+00    0.2496750500E+00
 325.00 330.00   1.38   1.50    0.3000982700E+00    0.3000982700E+00
 330.00 335.00   1.38   1.50    0.5094388720E+00    0.5094388720E+00
 335.00 340.00   1.38   1.50    0.3257687810E+01    0.3257687810E+01
 340.00 345.00   1.38   1.50    0.4115153850E+00    0.4115153850E+00
 345.00 350.00   1.38   1.50    0.7193304300E+00    0.7193304300E+00
 350.00 355.00   1.38   1.50    0.2251325800E+02    0.2251325800E+02
 355.00 360.00   1.38   1.50    0.1848375400E+03    0.1848375400E+03
   0.00   5.00   1.50   1.62    0.1698426510E+03    0.1698426510E+03
   5.00  10.00   1.50   1.62    0.1581714340E+02    0.1581714340E+02
  10.00  15.00   1.50   1.62    0.1483369470E+01    0.1483369470E+01
  15.00  20.00   1.50   1.62    0.1048841710E+01    0.1048841710E+01
  20.00  25.00   1.50   1.62    0.3289874320E+01    0.3289874320E+01
  25.00  30.00   1.50   1.62    0.4938802720E+00    0.4938802720E+00
  30.00  35.00   1.50   1.62    0.1107013700E+01    0.1107013700E+01
  35.00  40.00   1.50   1.62    0.8209677340E+00    0.8209677340E+00
  40.00  45.00   1.50   1.62    0.2432336210E+00    0.2432336210E+00
  45.00  50.00   1.50   1.62    0.2342793050E+00    0.2342793050E+00
  50.00  55.00   1.50   1.62    0.8209675550E+00    0.8209675550E+00
  55.00  60.00   1.50   1.62    0.1107013460E+01    0.1107013460E+01
  60.00  65.00   1.50   1.62    0.4938803020E+00    0.4938803020E+00
  65.00  70.00   1.50   1.62    0.3289874320E+01    0.3289874320E+01
  70.00  75.00   1.50   1.62    0.1048841710E+01    0.1048841710E+01
  75.00  80.00   1.50   1.62    0.1483369590E+01    0.1483369590E+01
  80.00  85.00   1.50   1.62    0.1581714340E+02    0.1581714340E+02
  85.00  90.00   1.50   1.62    0.1601854710E+03    0.1601854710E+03
  90.00  95.00   1.50   1.62    0.1698426360E+03    0.1698426360E+03
  95.00 100.00   1.50   1.62    0.1581714250E+02    0.1581714250E+02
 100.00 105.00   1.50   1.62    0.1483369830E+01    0.1483369830E+01
 105.00 110.00   1.50   1.62    0.1048841600E+01    0.1048841600E+01
 110.00 115.00   1.50   1.62    0.3289873840E+01    0.3289873840E+01
 115.00 120.00   1.50   1.62    0.4938800630E+00    0.4938800630E+00
 120.00 125.00   1.50   1.62    0.1107013460E+01    0.1107013460E+01
 125.00 130.00   1.50   1.62    0.8209676150E+00    0.8209676150E+00
 130.00 135.00   1.50   1.62    0.2432336810E+00    0.2432336810E+00
 135.00 140.00   1.50   1.62    0.2342795130E+00    0.2342795130E+00
 140.00 145.00   1.50   1.62    0.8209678530E+00    0.8209678530E+00
 145.00 150.00   1.50   1.62    0.1107013940E+01    0.1107013940E+01
 150.00 155.00   1.50   1.62    0.4938805400E+00    0.4938805400E+00
 155.00 160.00   1.50   1.62    0.3289874550E+01    0.3289874550E+01
 160.00 165.00   1.50   1.62    0.1048841710E+01    0.1048841710E+01
 165.00 170.00   1.50   1.62    0.1483369590E+01    0.1483369590E+01
 170.00 175.00   1.50   1.62    0.1581714340E+02    0.1581714340E+02
 175.00 180.00   1.50   1.62    0.1601854860E+03    0.1601854860E+03
 180.00 185.00   1.50   1.62    0.1698426510E+03    0.1698426510E+03
 185.00 190.00   1.50   1.62    0.1581714340E+02    0.1581714340E+02
 190.00 195.00   1.50   1.62    0.1483369950E+01    0.1483369950E+01
 195.00 200.00   1.50   1.62    0.1048841600E+01    0.1048841600E+01
 200.00 205.00   1.50   1.62    0.3289873840E+01    0.3289873840E+01
 205.00 210.00   1.50   1.62    0.4938803320E+00    0.4938803320E+00
 210.00 215.00   1.50   1.62    0.1107013940E+01    0.1107013940E+01
 215.00 220.00   1.50   1.62    0.8209679720E+00    0.8209679720E+00
 220.00 225.00   1.50   1.62    0.2342795430E+00    0.2342795430E+00
 225.00 230.00   1.50   1.62    0.2432337250E+00    0.2432337250E+00
 230.00 235.00   1.50   1.62    0.8209678530E+00    0.8209678530E+00
 235.00 240.00   1.50   1.62    0.1107013700E+01    0.1107013700E+01
 240.00 245.00   1.50   1.62    0.4938801830E+00    0.4938801830E+00
 245.00 250.00   1.50   1.62    0.3289874080E+01    0.3289874080E+01
 250.00 255.00   1.50   1.62    0.1048841710E+01    0.1048841710E+01
 255.00 260.00   1.50   1.62    0.1483369830E+01    0.1483369830E+01
 260.00 265.00   1.50   1.62    0.1581714340E+02    0.1581714340E+02
 265.00 270.00   1.50   1.62    0.1698426360E+03    0.1698426360E+03
 270.00 275.00   1.50   1.62    0.1601854860E+03    0.1601854860E+03
 275.00 280.00   1.50   1.62    0.1581714340E+02    0.1581714340E+02
 280.00 285.00   1.50   1.62    0.1483369590E+01    0.1483369590E+01
 285.00 290.00   1.50   1.62    0.1048841830E+01    0.1048841830E+01
 290.00 295.00   1.50   1.62    0.3289874790E+01    0.3289874790E+01
 295.00 300.00   1.50   1.62    0.4938804510E+00    0.4938804510E+00
 300.00 305.00   1.50   1.62    0.1107013700E+01    0.1107013700E+01
 305.00 310.00   1.50   1.62    0.8209676740E+00    0.8209676740E+00
 310.00 315.00   1.50   1.62    0.2342793790E+00    0.2342793790E+00
 315.00 320.00   1.50   1.62    0.2432336510E+00    0.2432336510E+00
 320.00 325.00   1.50   1.62    0.8209677930E+00    0.8209677930E+00
 325.00 330.00   1.50   1.62    0.1107013580E+01    0.1107013580E+01
 330.00 335.00   1.50   1.62    0.4938800630E+00    0.4938800630E+00
 335.00 340.00   1.50   1.62    0.3289873840E+01    0.3289873840E+01
 340.00 345.00   1.50   1.62    0.1048841600E+01    0.1048841600E+01
 345.00 350.00   1.50   1.62    0.1483369710E+01    0.1483369710E+01
 350.00 355.00   1.50   1.62    0.1581714250E+02    0.1581714250E+02
 355.00 360.00   1.50   1.62    0.1601854710E+03    0.1601854710E+03
   0.00   5.00   1.62   1.75    0.1399700160E+03    0.1399700160E+03
   5.00  10.00   1.62   1.75    0.7491502760E+01    0.7491502760E+01
  10.00  15.00   1.62   1.75    0.2535389420E+01    0.2535389420E+01
  15.00  20.00   1.62   1.75    0.3165665860E+01    0.3165665860E+01
  20.00  25.00   1.62   1.75    0.2990817070E+01    0.2990817070E+01
  25.00  30.00   1.62   1.75    0.8863826390E+00    0.8863826390E+00
  30.00  35.00   1.62   1.75    0.1131730080E+01    0.1131730080E+01
  35.00  40.00   1.62   1.75    0.9197344780E+00    0.9197344780E+00
  40.00  45.00   1.62   1.75    0.8996615410E+00    0.8996615410E+00
  45.00  50.00   1.62   1.75    0.9089634420E+00    0.9089634420E+00
  50.00  55.00   1.62   1.75    0.9197341800E+00    0.9197341800E+00
  55.00  60.00   1.62   1.75    0.1131729960E+01    0.1131729960E+01
  60.00  65.00   1.62   1.75    0.8863825200E+00    0.8863825200E+00
  65.00  70.00   1.62   1.75    0.2990817070E+01    0.2990817070E+01
  70.00  75.00   1.62   1.75    0.3165665860E+01    0.3165665860E+01
  75.00  80.00   1.62   1.75    0.2535389420E+01    0.2535389420E+01
  80.00  85.00   1.62   1.75    0.7491502290E+01    0.7491502290E+01
  85.00  90.00   1.62   1.75    0.1306032260E+03    0.1306032260E+03
  90.00  95.00   1.62   1.75    0.1399700010E+03    0.1399700010E+03
  95.00 100.00   1.62   1.75    0.7491502290E+01    0.7491502290E+01
 100.00 105.00   1.62   1.75    0.2535389660E+01    0.2535389660E+01
 105.00 110.00   1.62   1.75    0.3165665630E+01    0.3165665630E+01
 110.00 115.00   1.62   1.75    0.2990816120E+01    0.2990816120E+01
 115.00 120.00   1.62   1.75    0.8863824010E+00    0.8863824010E+00
 120.00 125.00   1.62   1.75    0.1131730080E+01    0.1131730080E+01
 125.00 130.00   1.62   1.75    0.9197343590E+00    0.9197343590E+00
 130.00 135.00   1.62   1.75    0.8996619580E+00    0.8996619580E+00
 135.00 140.00   1.62   1.75    0.9089636210E+00    0.9089636210E+00
 140.00 145.00   1.62   1.75    0.9197344780E+00    0.9197344780E+00
 145.00 150.00   1.62   1.75    0.1131730200E+01    0.1131730200E+01
 150.00 155.00   1.62   1.75    0.8863825800E+00    0.8863825800E+00
 155.00 160.00   1.62   1.75    0.2990816830E+01    0.2990816830E+01
 160.00 165.00   1.62   1.75    0.3165666100E+01    0.3165666100E+01
 165.00 170.00   1.62   1.75    0.2535389420E+01    0.2535389420E+01
 170.00 175.00   1.62   1.75    0.7491503240E+01    0.7491503240E+01
 175.00 180.00   1.62   1.75    0.1306032410E+03    0.1306032410E+03
 180.00 185.00   1.62   1.75    0.1399700160E+03    0.1399700160E+03
 185.00 190.00   1.62   1.75    0.7491503240E+01    0.7491503240E+01
 190.00 195.00   1.62   1.75    0.2535389900E+01    0.2535389900E+01
 195.00 200.00   1.62   1.75    0.3165665860E+01    0.3165665860E+01
 200.00 205.00   1.62   1.75    0.2990816350E+01    0.2990816350E+01
 205.00 210.00   1.62   1.75    0.8863824010E+00    0.8863824010E+00
 210.00 215.00   1.62   1.75    0.1131730200E+01    0.1131730200E+01
 215.00 220.00   1.62   1.75    0.9197345380E+00    0.9197345380E+00
 220.00 225.00   1.62   1.75    0.9089637990E+00    0.9089637990E+00
 225.00 230.00   1.62   1.75    0.8996620770E+00    0.8996620770E+00
 230.00 235.00   1.62   1.75    0.9197345970E+00    0.9197345970E+00
 235.00 240.00   1.62   1.75    0.1131730080E+01    0.1131730080E+01
 240.00 245.00   1.62   1.75    0.8863824610E+00    0.8863824610E+00
 245.00 250.00   1.62   1.75    0.2990816350E+01    0.2990816350E+01
 250.00 255.00   1.62   1.75    0.3165665860E+01    0.3165665860E+01
 255.00 260.00   1.62   1.75    0.2535389660E+01    0.2535389660E+01
 260.00 265.00   1.62   1.75    0.7491502760E+01    0.7491502760E+01
 265.00 270.00   1.62   1.75    0.1399700010E+03    0.1399700010E+03
 270.00 275.00   1.62   1.75    0.1306032410E+03    0.1306032410E+03
 275.00 280.00   1.62   1.75    0.7491502760E+01    0.7491502760E+01
 280.00 285.00   1.62   1.75    0.2535389420E+01    0.2535389420E+01
 285.00 290.00   1.62   1.75    0.3165665860E+01    0.3165665860E+01
 290.00 295.00   1.62   1.75    0.2990817070E+01    0.2990817070E+01
 295.00 300.00   1.62   1.75    0.8863826990E+00    0.8863826990E+00
 300.00 305.00   1.62   1.75    0.1131730200E+01    0.1131730200E+01
 305.00 310.00   1.62   1.75    0.9197343590E+00    0.9197343590E+00
 310.00 315.00   1.62   1.75    0.9089635610E+00    0.9089635610E+00
 315.00 320.00   1.62   1.75    0.8996617200E+00    0.8996617200E+00
 320.00 325.00   1.62   1.75    0.9197345380E+00    0.9197345380E+00
 325.00 330.00   1.62   1.75    0.1131730200E+01    0.1131730200E+01
 330.00 335.00   1.62   1.75    0.8863824610E+00    0.8863824610E+00
 335.00 340.00   1.62   1.75    0.2990816350E+01    0.2990816350E+01
 340.00 345.00   1.62   1.75    0.3165665630E+01    0.3165665630E+01
 345.00 350.00   1.62   1.75    0.2535389660E+01    0.2535389660E+01
 350.00 355.00   1.62   1.75    0.7491502290E+01    0.7491502290E+01
 355.00 360.00   1.62   1.75    0.1306032260E+03    0.1306032260E+03
   0.00   5.00   1.75   1.88    0.1140312040E+03    0.1140312040E+03
   5.00  10.00   1.75   1.88    0.6347035410E+01    0.6347035410E+01
  10.00  15.00   1.75   1.88    0.2306867840E+01    0.2306867840E+01
  15.00  20.00   1.75   1.88    0.4101085660E+01    0.4101085660E+01
  20.00  25.00   1.75   1.88    0.2180237770E+01    0.2180237770E+01
  25.00  30.00   1.75   1.88    0.1207233430E+01    0.1207233430E+01
  30.00  35.00   1.75   1.88    0.1103208300E+01    0.1103208300E+01
  35.00  40.00   1.75   1.88    0.6025371550E+00    0.6025371550E+00
  40.00  45.00   1.75   1.88    0.1107373120E+01    0.1107373120E+01
  45.00  50.00   1.75   1.88    0.1118091820E+01    0.1118091820E+01
  50.00  55.00   1.75   1.88    0.6025370960E+00    0.6025370960E+00
  55.00  60.00   1.75   1.88    0.1103208300E+01    0.1103208300E+01
  60.00  65.00   1.75   1.88    0.1207233430E+01    0.1207233430E+01
  65.00  70.00   1.75   1.88    0.2180237770E+01    0.2180237770E+01
  70.00  75.00   1.75   1.88    0.4101085660E+01    0.4101085660E+01
  75.00  80.00   1.75   1.88    0.2306867600E+01    0.2306867600E+01
  80.00  85.00   1.75   1.88    0.6347035880E+01    0.6347035880E+01
  85.00  90.00   1.75   1.88    0.1062707980E+03    0.1062707980E+03
  90.00  95.00   1.75   1.88    0.1140312040E+03    0.1140312040E+03
  95.00 100.00   1.75   1.88    0.6347035410E+01    0.6347035410E+01
 100.00 105.00   1.75   1.88    0.2306867840E+01    0.2306867840E+01
 105.00 110.00   1.75   1.88    0.4101085190E+01    0.4101085190E+01
 110.00 115.00   1.75   1.88    0.2180237530E+01    0.2180237530E+01
 115.00 120.00   1.75   1.88    0.1207233430E+01    0.1207233430E+01
 120.00 125.00   1.75   1.88    0.1103208420E+01    0.1103208420E+01
 125.00 130.00   1.75   1.88    0.6025372150E+00    0.6025372150E+00
 130.00 135.00   1.75   1.88    0.1107373240E+01    0.1107373240E+01
 135.00 140.00   1.75   1.88    0.1118091940E+01    0.1118091940E+01
 140.00 145.00   1.75   1.88    0.6025371550E+00    0.6025371550E+00
 145.00 150.00   1.75   1.88    0.1103208300E+01    0.1103208300E+01
 150.00 155.00   1.75   1.88    0.1207233550E+01    0.1207233550E+01
 155.00 160.00   1.75   1.88    0.2180238010E+01    0.2180238010E+01
 160.00 165.00   1.75   1.88    0.4101085660E+01    0.4101085660E+01
 165.00 170.00   1.75   1.88    0.2306867840E+01    0.2306867840E+01
 170.00 175.00   1.75   1.88    0.6347035410E+01    0.6347035410E+01
 175.00 180.00   1.75   1.88    0.1062707900E+03    0.1062707900E+03
 180.00 185.00   1.75   1.88    0.1140311970E+03    0.1140311970E+03
 185.00 190.00   1.75   1.88    0.6347035410E+01    0.6347035410E+01
 190.00 195.00   1.75   1.88    0.2306868080E+01    0.2306868080E+01
 195.00 200.00   1.75   1.88    0.4101085660E+01    0.4101085660E+01
 200.00 205.00   1.75   1.88    0.2180237530E+01    0.2180237530E+01
 205.00 210.00   1.75   1.88    0.1207233430E+01    0.1207233430E+01
 210.00 215.00   1.75   1.88    0.1103208420E+01    0.1103208420E+01
 215.00 220.00   1.75   1.88    0.6025372150E+00    0.6025372150E+00
 220.00 225.00   1.75   1.88    0.1118092180E+01    0.1118092180E+01
 225.00 230.00   1.75   1.88    0.1107373480E+01    0.1107373480E+01
 230.00 235.00   1.75   1.88    0.6025372740E+00    0.6025372740E+00
 235.00 240.00   1.75   1.88    0.1103208420E+01    0.1103208420E+01
 240.00 245.00   1.75   1.88    0.1207233430E+01    0.1207233430E+01
 245.00 250.00   1.75   1.88    0.2180237530E+01    0.2180237530E+01
 250.00 255.00   1.75   1.88    0.4101085190E+01    0.4101085190E+01
 255.00 260.00   1.75   1.88    0.2306867840E+01    0.2306867840E+01
 260.00 265.00   1.75   1.88    0.6347034930E+01    0.6347034930E+01
 265.00 270.00   1.75   1.88    0.1140311890E+03    0.1140311890E+03
 270.00 275.00   1.75   1.88    0.1062707900E+03    0.1062707900E+03
 275.00 280.00   1.75   1.88    0.6347035880E+01    0.6347035880E+01
 280.00 285.00   1.75   1.88    0.2306867840E+01    0.2306867840E+01
 285.00 290.00   1.75   1.88    0.4101085660E+01    0.4101085660E+01
 290.00 295.00   1.75   1.88    0.2180237770E+01    0.2180237770E+01
 295.00 300.00   1.75   1.88    0.1207233550E+01    0.1207233550E+01
 300.00 305.00   1.75   1.88    0.1103208300E+01    0.1103208300E+01
 305.00 310.00   1.75   1.88    0.6025372150E+00    0.6025372150E+00
 310.00 315.00   1.75   1.88    0.1118092060E+01    0.1118092060E+01
 315.00 320.00   1.75   1.88    0.1107373240E+01    0.1107373240E+01
 320.00 325.00   1.75   1.88    0.6025372150E+00    0.6025372150E+00
 325.00 330.00   1.75   1.88    0.1103208420E+01    0.1103208420E+01
 330.00 335.00   1.75   1.88    0.1207233430E+01    0.1207233430E+01
 335.00 340.00   1.75   1.88    0.2180237530E+01    0.2180237530E+01
 340.00 345.00   1.75   1.88    0.4101085190E+01    0.4101085190E+01
 345.00 350.00   1.75   1.88    0.2306867840E+01    0.2306867840E+01
 350.00 355.00   1.75   1.88    0.6347035880E+01    0.6347035880E+01
 355.00 360.00   1.75   1.88    0.1062707980E+03    0.1062707980E+03
   0.00   5.00   1.88   2.00    0.9287860110E+02    0.9287860110E+02
   5.00  10.00   1.88   2.00    0.4581380840E+01    0.4581380840E+01
  10.00  15.00   1.88   2.00    0.2570970540E+01    0.2570970540E+01
  15.00  20.00   1.88   2.00    0.5671389580E+01    0.5671389580E+01
  20.00  25.00   1.88   2.00    0.1872804050E+01    0.1872804050E+01
  25.00  30.00   1.88   2.00    0.2352485420E+01    0.2352485420E+01
  30.00  35.00   1.88   2.00    0.1563102130E+01    0.1563102130E+01
  35.00  40.00   1.88   2.00    0.1252413030E+01    0.1252413030E+01
  40.00  45.00   1.88   2.00    0.1559490560E+01    0.1559490560E+01
  45.00  50.00   1.88   2.00    0.1569079280E+01    0.1569079280E+01
  50.00  55.00   1.88   2.00    0.1252413270E+01    0.1252413270E+01
  55.00  60.00   1.88   2.00    0.1563102130E+01    0.1563102130E+01
  60.00  65.00   1.88   2.00    0.2352485420E+01    0.2352485420E+01
  65.00  70.00   1.88   2.00    0.1872804280E+01    0.1872804280E+01
  70.00  75.00   1.88   2.00    0.5671389580E+01    0.5671389580E+01
  75.00  80.00   1.88   2.00    0.2570970300E+01    0.2570970300E+01
  80.00  85.00   1.88   2.00    0.4581380840E+01    0.4581380840E+01
  85.00  90.00   1.88   2.00    0.8562091830E+02    0.8562091830E+02
  90.00  95.00   1.88   2.00    0.9287860870E+02    0.9287860870E+02
  95.00 100.00   1.88   2.00    0.4581380370E+01    0.4581380370E+01
 100.00 105.00   1.88   2.00    0.2570970540E+01    0.2570970540E+01
 105.00 110.00   1.88   2.00    0.5671389100E+01    0.5671389100E+01
 110.00 115.00   1.88   2.00    0.1872803930E+01    0.1872803930E+01
 115.00 120.00   1.88   2.00    0.2352485420E+01    0.2352485420E+01
 120.00 125.00   1.88   2.00    0.1563102250E+01    0.1563102250E+01
 125.00 130.00   1.88   2.00    0.1252413390E+01    0.1252413390E+01
 130.00 135.00   1.88   2.00    0.1559490800E+01    0.1559490800E+01
 135.00 140.00   1.88   2.00    0.1569079400E+01    0.1569079400E+01
 140.00 145.00   1.88   2.00    0.1252413270E+01    0.1252413270E+01
 145.00 150.00   1.88   2.00    0.1563102130E+01    0.1563102130E+01
 150.00 155.00   1.88   2.00    0.2352485420E+01    0.2352485420E+01
 155.00 160.00   1.88   2.00    0.1872804280E+01    0.1872804280E+01
 160.00 165.00   1.88   2.00    0.5671389580E+01    0.5671389580E+01
 165.00 170.00   1.88   2.00    0.2570970300E+01    0.2570970300E+01
 170.00 175.00   1.88   2.00    0.4581380370E+01    0.4581380370E+01
 175.00 180.00   1.88   2.00    0.8562090300E+02    0.8562090300E+02
 180.00 185.00   1.88   2.00    0.9287858580E+02    0.9287858580E+02
 185.00 190.00   1.88   2.00    0.4581380370E+01    0.4581380370E+01
 190.00 195.00   1.88   2.00    0.2570970540E+01    0.2570970540E+01
 195.00 200.00   1.88   2.00    0.5671388630E+01    0.5671388630E+01
 200.00 205.00   1.88   2.00    0.1872803810E+01    0.1872803810E+01
 205.00 210.00   1.88   2.00    0.2352485420E+01    0.2352485420E+01
 210.00 215.00   1.88   2.00    0.1563102250E+01    0.1563102250E+01
 215.00 220.00   1.88   2.00    0.1252413390E+01    0.1252413390E+01
 220.00 225.00   1.88   2.00    0.1569079640E+01    0.1569079640E+01
 225.00 230.00   1.88   2.00    0.1559490920E+01    0.1559490920E+01
 230.00 235.00   1.88   2.00    0.1252413390E+01    0.1252413390E+01
 235.00 240.00   1.88   2.00    0.1563102250E+01    0.1563102250E+01
 240.00 245.00   1.88   2.00    0.2352485420E+01    0.2352485420E+01
 245.00 250.00   1.88   2.00    0.1872803810E+01    0.1872803810E+01
 250.00 255.00   1.88   2.00    0.5671389100E+01    0.5671389100E+01
 255.00 260.00   1.88   2.00    0.2570970300E+01    0.2570970300E+01
 260.00 265.00   1.88   2.00    0.4581380370E+01    0.4581380370E+01
 265.00 270.00   1.88   2.00    0.9287859340E+02    0.9287859340E+02
 270.00 275.00   1.88   2.00    0.8562090300E+02    0.8562090300E+02
 275.00 280.00   1.88   2.00    0.4581380370E+01    0.4581380370E+01
 280.00 285.00   1.88   2.00    0.2570970060E+01    0.2570970060E+01
 285.00 290.00   1.88   2.00    0.5671389100E+01    0.5671389100E+01
 290.00 295.00   1.88   2.00    0.1872804160E+01    0.1872804160E+01
 295.00 300.00   1.88   2.00    0.2352485420E+01    0.2352485420E+01
 300.00 305.00   1.88   2.00    0.1563102130E+01    0.1563102130E+01
 305.00 310.00   1.88   2.00    0.1252413270E+01    0.1252413270E+01
 310.00 315.00   1.88   2.00    0.1569079520E+01    0.1569079520E+01
 315.00 320.00   1.88   2.00    0.1559490800E+01    0.1559490800E+01
 320.00 325.00   1.88   2.00    0.1252413270E+01    0.1252413270E+01
 325.00 330.00   1.88   2.00    0.1563102250E+01    0.1563102250E+01
 330.00 335.00   1.88   2.00    0.2352485420E+01    0.2352485420E+01
 335.00 340.00   1.88   2.00    0.1872803690E+01    0.1872803690E+01
 340.00 345.00   1.88   2.00    0.5671389100E+01    0.5671389100E+01
 345.00 350.00   1.88   2.00    0.2570970540E+01    0.2570970540E+01
 350.00 355.00   1.88   2.00    0.4581380840E+01    0.4581380840E+01
 355.00 360.00   1.88   2.00    0.8562091830E+02    0.8562091830E+02
   0.00   5.00   2.00   2.12    0.7719464110E+02    0.7719464110E+02
   5.00  10.00   2.00   2.12    0.4341144560E+01    0.4341144560E+01
  10.00  15.00   2.00   2.12    0.2790842060E+01    0.2790842060E+01
  15.00  20.00   2.00   2.12    0.5982980730E+01    0.5982980730E+01
  20.00  25.00   2.00   2.12    0.1347510100E+01    0.1347510100E+01
  25.00  30.00   2.00   2.12    0.1887012600E+01    0.1887012600E+01
  30.00  35.00   2.00   2.12    0.1190592290E+01    0.1190592290E+01
  35.00  40.00   2.00   2.12    0.1342153790E+01    0.1342153790E+01
  40.00  45.00   2.00   2.12    0.1064116840E+01    0.1064116840E+01
  45.00  50.00   2.00   2.12    0.1054863210E+01    0.1054863210E+01
  50.00  55.00   2.00   2.12    0.1342154030E+01    0.1342154030E+01
  55.00  60.00   2.00   2.12    0.1190592410E+01    0.1190592410E+01
  60.00  65.00   2.00   2.12    0.1887012960E+01    0.1887012960E+01
  65.00  70.00   2.00   2.12    0.1347510340E+01    0.1347510340E+01
  70.00  75.00   2.00   2.12    0.5982980730E+01    0.5982980730E+01
  75.00  80.00   2.00   2.12    0.2790842290E+01    0.2790842290E+01
  80.00  85.00   2.00   2.12    0.4341144560E+01    0.4341144560E+01
  85.00  90.00   2.00   2.12    0.7086892700E+02    0.7086892700E+02
  90.00  95.00   2.00   2.12    0.7719464110E+02    0.7719464110E+02
  95.00 100.00   2.00   2.12    0.4341144560E+01    0.4341144560E+01
 100.00 105.00   2.00   2.12    0.2790842530E+01    0.2790842530E+01
 105.00 110.00   2.00   2.12    0.5982980250E+01    0.5982980250E+01
 110.00 115.00   2.00   2.12    0.1347510100E+01    0.1347510100E+01
 115.00 120.00   2.00   2.12    0.1887012960E+01    0.1887012960E+01
 120.00 125.00   2.00   2.12    0.1190592410E+01    0.1190592410E+01
 125.00 130.00   2.00   2.12    0.1342154030E+01    0.1342154030E+01
 130.00 135.00   2.00   2.12    0.1064117190E+01    0.1064117190E+01
 135.00 140.00   2.00   2.12    0.1054863210E+01    0.1054863210E+01
 140.00 145.00   2.00   2.12    0.1342153670E+01    0.1342153670E+01
 145.00 150.00   2.00   2.12    0.1190592170E+01    0.1190592170E+01
 150.00 155.00   2.00   2.12    0.1887012600E+01    0.1887012600E+01
 155.00 160.00   2.00   2.12    0.1347509980E+01    0.1347509980E+01
 160.00 165.00   2.00   2.12    0.5982980250E+01    0.5982980250E+01
 165.00 170.00   2.00   2.12    0.2790842060E+01    0.2790842060E+01
 170.00 175.00   2.00   2.12    0.4341144560E+01    0.4341144560E+01
 175.00 180.00   2.00   2.12    0.7086891940E+02    0.7086891940E+02
 180.00 185.00   2.00   2.12    0.7719463350E+02    0.7719463350E+02
 185.00 190.00   2.00   2.12    0.4341144560E+01    0.4341144560E+01
 190.00 195.00   2.00   2.12    0.2790842290E+01    0.2790842290E+01
 195.00 200.00   2.00   2.12    0.5982979770E+01    0.5982979770E+01
 200.00 205.00   2.00   2.12    0.1347509860E+01    0.1347509860E+01
 205.00 210.00   2.00   2.12    0.1887012600E+01    0.1887012600E+01
 210.00 215.00   2.00   2.12    0.1190592290E+01    0.1190592290E+01
 215.00 220.00   2.00   2.12    0.1342153910E+01    0.1342153910E+01
 220.00 225.00   2.00   2.12    0.1054863330E+01    0.1054863330E+01
 225.00 230.00   2.00   2.12    0.1064117190E+01    0.1064117190E+01
 230.00 235.00   2.00   2.12    0.1342154150E+01    0.1342154150E+01
 235.00 240.00   2.00   2.12    0.1190592410E+01    0.1190592410E+01
 240.00 245.00   2.00   2.12    0.1887012840E+01    0.1887012840E+01
 245.00 250.00   2.00   2.12    0.1347509980E+01    0.1347509980E+01
 250.00 255.00   2.00   2.12    0.5982979770E+01    0.5982979770E+01
 255.00 260.00   2.00   2.12    0.2790842290E+01    0.2790842290E+01
 260.00 265.00   2.00   2.12    0.4341144560E+01    0.4341144560E+01
 265.00 270.00   2.00   2.12    0.7719464110E+02    0.7719464110E+02
 270.00 275.00   2.00   2.12    0.7086891170E+02    0.7086891170E+02
 275.00 280.00   2.00   2.12    0.4341144560E+01    0.4341144560E+01
 280.00 285.00   2.00   2.12    0.2790842290E+01    0.2790842290E+01
 285.00 290.00   2.00   2.12    0.5982980250E+01    0.5982980250E+01
 290.00 295.00   2.00   2.12    0.1347510220E+01    0.1347510220E+01
 295.00 300.00   2.00   2.12    0.1887012840E+01    0.1887012840E+01
 300.00 305.00   2.00   2.12    0.1190592290E+01    0.1190592290E+01
 305.00 310.00   2.00   2.12    0.1342154030E+01    0.1342154030E+01
