# IAZAHLN,IAZAHLF,AT0(3),FCOR(3),FCOR1(far),FCOR2(near), fcor2_1,fcor2_2
#  2160   61  1.00  1.00  1.00    1.39   1.41   1.39   1.64  0.842   1.00  1.00
# Table for near sidelobes (IAZAHLN rows)
# AP1,AP2,AT1,AT2 cell edges (phi_low, phi_high, radius_low, radius_high)
# also used to calculate solid angle
# Factor (only one column is used!): "Gain"
# AP1,AP2,AT1,AT2,AG //  IAZAHLN CARDS  FOR NEAR SIDELOBE REGION
   5.00  10.00   2.75   2.88    0.5500405790E+01    0.5500405790E+01
  10.00  15.00   2.75   2.88    0.4138154030E+01    0.4138154030E+01
  15.00  20.00   2.75   2.88    0.2158139940E+01    0.2158139940E+01
  20.00  25.00   2.75   2.88    0.1971499800E+01    0.1971499800E+01
  25.00  30.00   2.75   2.88    0.8174718620E+00    0.8174718620E+00
  30.00  35.00   2.75   2.88    0.3636541960E+00    0.3636541960E+00
  35.00  40.00   2.75   2.88    0.1290573030E+00    0.1290573030E+00
  40.00  45.00   2.75   2.88    0.4592932760E-01    0.4592932760E-01
  45.00  50.00   2.75   2.88    0.4525364940E-01    0.4525364940E-01
  50.00  55.00   2.75   2.88    0.1290573030E+00    0.1290573030E+00
  55.00  60.00   2.75   2.88    0.3636541960E+00    0.3636541960E+00
  60.00  65.00   2.75   2.88    0.8174719210E+00    0.8174719210E+00
  65.00  70.00   2.75   2.88    0.1971499680E+01    0.1971499680E+01
  70.00  75.00   2.75   2.88    0.2158140180E+01    0.2158140180E+01
  75.00  80.00   2.75   2.88    0.4138154030E+01    0.4138154030E+01
  80.00  85.00   2.75   2.88    0.5500405310E+01    0.5500405310E+01
  85.00  90.00   2.75   2.88    0.1945278170E+02    0.1945278170E+02
  90.00  95.00   2.75   2.88    0.2194852260E+02    0.2194852260E+02
  95.00 100.00   2.75   2.88    0.5500405790E+01    0.5500405790E+01
 100.00 105.00   2.75   2.88    0.4138153550E+01    0.4138153550E+01
 105.00 110.00   2.75   2.88    0.2158139940E+01    0.2158139940E+01
 110.00 115.00   2.75   2.88    0.1971499680E+01    0.1971499680E+01
 115.00 120.00   2.75   2.88    0.8174719210E+00    0.8174719210E+00
 120.00 125.00   2.75   2.88    0.3636542260E+00    0.3636542260E+00
 125.00 130.00   2.75   2.88    0.1290572880E+00    0.1290572880E+00
 130.00 135.00   2.75   2.88    0.4592931640E-01    0.4592931640E-01
 135.00 140.00   2.75   2.88    0.4525362330E-01    0.4525362330E-01
 140.00 145.00   2.75   2.88    0.1290573030E+00    0.1290573030E+00
 145.00 150.00   2.75   2.88    0.3636542260E+00    0.3636542260E+00
 150.00 155.00   2.75   2.88    0.8174719810E+00    0.8174719810E+00
 155.00 160.00   2.75   2.88    0.1971499920E+01    0.1971499920E+01
 160.00 165.00   2.75   2.88    0.2158140180E+01    0.2158140180E+01
 165.00 170.00   2.75   2.88    0.4138154030E+01    0.4138154030E+01
 170.00 175.00   2.75   2.88    0.5500405310E+01    0.5500405310E+01
 175.00 180.00   2.75   2.88    0.1945278360E+02    0.1945278360E+02
 180.00 185.00   2.75   2.88    0.2194852830E+02    0.2194852830E+02
 185.00 190.00   2.75   2.88    0.5500405790E+01    0.5500405790E+01
 190.00 195.00   2.75   2.88    0.4138153550E+01    0.4138153550E+01
 195.00 200.00   2.75   2.88    0.2158139940E+01    0.2158139940E+01
 200.00 205.00   2.75   2.88    0.1971500040E+01    0.1971500040E+01
 205.00 210.00   2.75   2.88    0.8174720410E+00    0.8174720410E+00
 210.00 215.00   2.75   2.88    0.3636542560E+00    0.3636542560E+00
 215.00 220.00   2.75   2.88    0.1290573030E+00    0.1290573030E+00
 220.00 225.00   2.75   2.88    0.4525361210E-01    0.4525361210E-01
 225.00 230.00   2.75   2.88    0.4592930150E-01    0.4592930150E-01
 230.00 235.00   2.75   2.88    0.1290572880E+00    0.1290572880E+00
 235.00 240.00   2.75   2.88    0.3636542260E+00    0.3636542260E+00
 240.00 245.00   2.75   2.88    0.8174719810E+00    0.8174719810E+00
 245.00 250.00   2.75   2.88    0.1971499800E+01    0.1971499800E+01
 250.00 255.00   2.75   2.88    0.2158140180E+01    0.2158140180E+01
 255.00 260.00   2.75   2.88    0.4138154030E+01    0.4138154030E+01
 260.00 265.00   2.75   2.88    0.5500405790E+01    0.5500405790E+01
 265.00 270.00   2.75   2.88    0.2194852450E+02    0.2194852450E+02
 270.00 275.00   2.75   2.88    0.1945278170E+02    0.1945278170E+02
 275.00 280.00   2.75   2.88    0.5500405310E+01    0.5500405310E+01
 280.00 285.00   2.75   2.88    0.4138154030E+01    0.4138154030E+01
 285.00 290.00   2.75   2.88    0.2158140180E+01    0.2158140180E+01
 290.00 295.00   2.75   2.88    0.1971499800E+01    0.1971499800E+01
 295.00 300.00   2.75   2.88    0.8174719810E+00    0.8174719810E+00
 300.00 305.00   2.75   2.88    0.3636542260E+00    0.3636542260E+00
 305.00 310.00   2.75   2.88    0.1290573030E+00    0.1290573030E+00
 310.00 315.00   2.75   2.88    0.4525363820E-01    0.4525363820E-01
 315.00 320.00   2.75   2.88    0.4592931640E-01    0.4592931640E-01
 320.00 325.00   2.75   2.88    0.1290573030E+00    0.1290573030E+00
 325.00 330.00   2.75   2.88    0.3636541960E+00    0.3636541960E+00
 330.00 335.00   2.75   2.88    0.8174719810E+00    0.8174719810E+00
 335.00 340.00   2.75   2.88    0.1971499920E+01    0.1971499920E+01
 340.00 345.00   2.75   2.88    0.2158139710E+01    0.2158139710E+01
 345.00 350.00   2.75   2.88    0.4138153550E+01    0.4138153550E+01
 350.00 355.00   2.75   2.88    0.5500405790E+01    0.5500405790E+01
 355.00 360.00   2.75   2.88    0.1945278170E+02    0.1945278170E+02
   0.00   5.00   2.88   3.00    0.1685251050E+02    0.1685251050E+02
   5.00  10.00   2.88   3.00    0.5086860660E+01    0.5086860660E+01
  10.00  15.00   2.88   3.00    0.4291230200E+01    0.4291230200E+01
  15.00  20.00   2.88   3.00    0.1781815290E+01    0.1781815290E+01
  20.00  25.00   2.88   3.00    0.1551335220E+01    0.1551335220E+01
  25.00  30.00   2.88   3.00    0.7106638550E+00    0.7106638550E+00
  30.00  35.00   2.88   3.00    0.1941762420E+00    0.1941762420E+00
  35.00  40.00   2.88   3.00    0.4203329610E-01    0.4203329610E-01
  40.00  45.00   2.88   3.00    0.3507256510E-02    0.3507256510E-02
  45.00  50.00   2.88   3.00    0.3379196860E-02    0.3379196860E-02
  50.00  55.00   2.88   3.00    0.4203330350E-01    0.4203330350E-01
  55.00  60.00   2.88   3.00    0.1941762720E+00    0.1941762720E+00
  60.00  65.00   2.88   3.00    0.7106637360E+00    0.7106637360E+00
  65.00  70.00   2.88   3.00    0.1551334980E+01    0.1551334980E+01
  70.00  75.00   2.88   3.00    0.1781815290E+01    0.1781815290E+01
  75.00  80.00   2.88   3.00    0.4291230200E+01    0.4291230200E+01
  80.00  85.00   2.88   3.00    0.5086860660E+01    0.5086860660E+01
  85.00  90.00   2.88   3.00    0.1502652740E+02    0.1502652740E+02
  90.00  95.00   2.88   3.00    0.1685251050E+02    0.1685251050E+02
  95.00 100.00   2.88   3.00    0.5086860660E+01    0.5086860660E+01
 100.00 105.00   2.88   3.00    0.4291230200E+01    0.4291230200E+01
 105.00 110.00   2.88   3.00    0.1781815170E+01    0.1781815170E+01
 110.00 115.00   2.88   3.00    0.1551335220E+01    0.1551335220E+01
 115.00 120.00   2.88   3.00    0.7106637950E+00    0.7106637950E+00
 120.00 125.00   2.88   3.00    0.1941763010E+00    0.1941763010E+00
 125.00 130.00   2.88   3.00    0.4203329610E-01    0.4203329610E-01
 130.00 135.00   2.88   3.00    0.3507257440E-02    0.3507257440E-02
 135.00 140.00   2.88   3.00    0.3379192670E-02    0.3379192670E-02
 140.00 145.00   2.88   3.00    0.4203328860E-01    0.4203328860E-01
 145.00 150.00   2.88   3.00    0.1941763010E+00    0.1941763010E+00
 150.00 155.00   2.88   3.00    0.7106638550E+00    0.7106638550E+00
 155.00 160.00   2.88   3.00    0.1551335220E+01    0.1551335220E+01
 160.00 165.00   2.88   3.00    0.1781815290E+01    0.1781815290E+01
 165.00 170.00   2.88   3.00    0.4291230680E+01    0.4291230680E+01
 170.00 175.00   2.88   3.00    0.5086861130E+01    0.5086861130E+01
 175.00 180.00   2.88   3.00    0.1502652840E+02    0.1502652840E+02
 180.00 185.00   2.88   3.00    0.1685251050E+02    0.1685251050E+02
 185.00 190.00   2.88   3.00    0.5086861130E+01    0.5086861130E+01
 190.00 195.00   2.88   3.00    0.4291230200E+01    0.4291230200E+01
 195.00 200.00   2.88   3.00    0.1781815290E+01    0.1781815290E+01
 200.00 205.00   2.88   3.00    0.1551335220E+01    0.1551335220E+01
 205.00 210.00   2.88   3.00    0.7106639150E+00    0.7106639150E+00
 210.00 215.00   2.88   3.00    0.1941763010E+00    0.1941763010E+00
 215.00 220.00   2.88   3.00    0.4203328120E-01    0.4203328120E-01
 220.00 225.00   2.88   3.00    0.3379188940E-02    0.3379188940E-02
 225.00 230.00   2.88   3.00    0.3507257440E-02    0.3507257440E-02
 230.00 235.00   2.88   3.00    0.4203329980E-01    0.4203329980E-01
 235.00 240.00   2.88   3.00    0.1941763160E+00    0.1941763160E+00
 240.00 245.00   2.88   3.00    0.7106639150E+00    0.7106639150E+00
 245.00 250.00   2.88   3.00    0.1551335330E+01    0.1551335330E+01
 250.00 255.00   2.88   3.00    0.1781815290E+01    0.1781815290E+01
 255.00 260.00   2.88   3.00    0.4291230200E+01    0.4291230200E+01
 260.00 265.00   2.88   3.00    0.5086861130E+01    0.5086861130E+01
 265.00 270.00   2.88   3.00    0.1685251240E+02    0.1685251240E+02
 270.00 275.00   2.88   3.00    0.1502652840E+02    0.1502652840E+02
 275.00 280.00   2.88   3.00    0.5086860660E+01    0.5086860660E+01
 280.00 285.00   2.88   3.00    0.4291230200E+01    0.4291230200E+01
 285.00 290.00   2.88   3.00    0.1781815290E+01    0.1781815290E+01
 290.00 295.00   2.88   3.00    0.1551335100E+01    0.1551335100E+01
 295.00 300.00   2.88   3.00    0.7106637950E+00    0.7106637950E+00
 300.00 305.00   2.88   3.00    0.1941762860E+00    0.1941762860E+00
 305.00 310.00   2.88   3.00    0.4203331100E-01    0.4203331100E-01
 310.00 315.00   2.88   3.00    0.3379196860E-02    0.3379196860E-02
 315.00 320.00   2.88   3.00    0.3507253480E-02    0.3507253480E-02
 320.00 325.00   2.88   3.00    0.4203328490E-01    0.4203328490E-01
 325.00 330.00   2.88   3.00    0.1941762570E+00    0.1941762570E+00
 330.00 335.00   2.88   3.00    0.7106639150E+00    0.7106639150E+00
 335.00 340.00   2.88   3.00    0.1551335330E+01    0.1551335330E+01
 340.00 345.00   2.88   3.00    0.1781815170E+01    0.1781815170E+01
 345.00 350.00   2.88   3.00    0.4291230200E+01    0.4291230200E+01
 350.00 355.00   2.88   3.00    0.5086860660E+01    0.5086860660E+01
 355.00 360.00   2.88   3.00    0.1502652740E+02    0.1502652740E+02
   0.00   5.00   3.00   3.12    0.1246184250E+02    0.1246184250E+02
   5.00  10.00   3.00   3.12    0.4311607360E+01    0.4311607360E+01
  10.00  15.00   3.00   3.12    0.3619709730E+01    0.3619709730E+01
  15.00  20.00   3.00   3.12    0.1353441240E+01    0.1353441240E+01
  20.00  25.00   3.00   3.12    0.8300436740E+00    0.8300436740E+00
  25.00  30.00   3.00   3.12    0.3684169650E+00    0.3684169650E+00
  30.00  35.00   3.00   3.12    0.3536070510E-01    0.3536070510E-01
  35.00  40.00   3.00   3.12    0.2245565130E-01    0.2245565130E-01
  40.00  45.00   3.00   3.12    0.6758186220E-01    0.6758186220E-01
  45.00  50.00   3.00   3.12    0.6691350790E-01    0.6691350790E-01
  50.00  55.00   3.00   3.12    0.2245564010E-01    0.2245564010E-01
  55.00  60.00   3.00   3.12    0.3536070880E-01    0.3536070880E-01
  60.00  65.00   3.00   3.12    0.3684169650E+00    0.3684169650E+00
  65.00  70.00   3.00   3.12    0.8300436740E+00    0.8300436740E+00
  70.00  75.00   3.00   3.12    0.1353441360E+01    0.1353441360E+01
  75.00  80.00   3.00   3.12    0.3619709490E+01    0.3619709490E+01
  80.00  85.00   3.00   3.12    0.4311607360E+01    0.4311607360E+01
  85.00  90.00   3.00   3.12    0.1095945840E+02    0.1095945840E+02
  90.00  95.00   3.00   3.12    0.1246184440E+02    0.1246184440E+02
  95.00 100.00   3.00   3.12    0.4311607360E+01    0.4311607360E+01
 100.00 105.00   3.00   3.12    0.3619709250E+01    0.3619709250E+01
 105.00 110.00   3.00   3.12    0.1353441480E+01    0.1353441480E+01
 110.00 115.00   3.00   3.12    0.8300437930E+00    0.8300437930E+00
 115.00 120.00   3.00   3.12    0.3684169650E+00    0.3684169650E+00
 120.00 125.00   3.00   3.12    0.3536072000E-01    0.3536072000E-01
 125.00 130.00   3.00   3.12    0.2245564200E-01    0.2245564200E-01
 130.00 135.00   3.00   3.12    0.6758187710E-01    0.6758187710E-01
 135.00 140.00   3.00   3.12    0.6691350040E-01    0.6691350040E-01
 140.00 145.00   3.00   3.12    0.2245564950E-01    0.2245564950E-01
 145.00 150.00   3.00   3.12    0.3536071630E-01    0.3536071630E-01
 150.00 155.00   3.00   3.12    0.3684169650E+00    0.3684169650E+00
 155.00 160.00   3.00   3.12    0.8300437330E+00    0.8300437330E+00
 160.00 165.00   3.00   3.12    0.1353441360E+01    0.1353441360E+01
 165.00 170.00   3.00   3.12    0.3619709730E+01    0.3619709730E+01
 170.00 175.00   3.00   3.12    0.4311607360E+01    0.4311607360E+01
 175.00 180.00   3.00   3.12    0.1095945840E+02    0.1095945840E+02
 180.00 185.00   3.00   3.12    0.1246184250E+02    0.1246184250E+02
 185.00 190.00   3.00   3.12    0.4311607360E+01    0.4311607360E+01
 190.00 195.00   3.00   3.12    0.3619709250E+01    0.3619709250E+01
 195.00 200.00   3.00   3.12    0.1353441360E+01    0.1353441360E+01
 200.00 205.00   3.00   3.12    0.8300437930E+00    0.8300437930E+00
 205.00 210.00   3.00   3.12    0.3684169950E+00    0.3684169950E+00
 210.00 215.00   3.00   3.12    0.3536072000E-01    0.3536072000E-01
 215.00 220.00   3.00   3.12    0.2245565500E-01    0.2245565500E-01
 220.00 225.00   3.00   3.12    0.6691352280E-01    0.6691352280E-01
 225.00 230.00   3.00   3.12    0.6758186970E-01    0.6758186970E-01
 230.00 235.00   3.00   3.12    0.2245564010E-01    0.2245564010E-01
 235.00 240.00   3.00   3.12    0.3536073120E-01    0.3536073120E-01
 240.00 245.00   3.00   3.12    0.3684170250E+00    0.3684170250E+00
 245.00 250.00   3.00   3.12    0.8300437930E+00    0.8300437930E+00
 250.00 255.00   3.00   3.12    0.1353441480E+01    0.1353441480E+01
 255.00 260.00   3.00   3.12    0.3619709250E+01    0.3619709250E+01
 260.00 265.00   3.00   3.12    0.4311607840E+01    0.4311607840E+01
 265.00 270.00   3.00   3.12    0.1246184250E+02    0.1246184250E+02
 270.00 275.00   3.00   3.12    0.1095945840E+02    0.1095945840E+02
 275.00 280.00   3.00   3.12    0.4311607360E+01    0.4311607360E+01
 280.00 285.00   3.00   3.12    0.3619709730E+01    0.3619709730E+01
 285.00 290.00   3.00   3.12    0.1353441360E+01    0.1353441360E+01
 290.00 295.00   3.00   3.12    0.8300437330E+00    0.8300437330E+00
 295.00 300.00   3.00   3.12    0.3684170250E+00    0.3684170250E+00
 300.00 305.00   3.00   3.12    0.3536072750E-01    0.3536072750E-01
 305.00 310.00   3.00   3.12    0.2245563640E-01    0.2245563640E-01
 310.00 315.00   3.00   3.12    0.6691350790E-01    0.6691350790E-01
 315.00 320.00   3.00   3.12    0.6758188460E-01    0.6758188460E-01
 320.00 325.00   3.00   3.12    0.2245565690E-01    0.2245565690E-01
 325.00 330.00   3.00   3.12    0.3536070880E-01    0.3536070880E-01
 330.00 335.00   3.00   3.12    0.3684169950E+00    0.3684169950E+00
 335.00 340.00   3.00   3.12    0.8300437330E+00    0.8300437330E+00
 340.00 345.00   3.00   3.12    0.1353441360E+01    0.1353441360E+01
 345.00 350.00   3.00   3.12    0.3619709490E+01    0.3619709490E+01
 350.00 355.00   3.00   3.12    0.4311607360E+01    0.4311607360E+01
 355.00 360.00   3.00   3.12    0.1095945740E+02    0.1095945740E+02
   0.00   5.00   3.12   3.25    0.1059196760E+02    0.1059196760E+02
   5.00  10.00   3.12   3.25    0.3577378510E+01    0.3577378510E+01
  10.00  15.00   3.12   3.25    0.3093832490E+01    0.3093832490E+01
  15.00  20.00   3.12   3.25    0.1292482730E+01    0.1292482730E+01
  20.00  25.00   3.12   3.25    0.6041702630E+00    0.6041702630E+00
  25.00  30.00   3.12   3.25    0.2648197710E+00    0.2648197710E+00
  30.00  35.00   3.12   3.25    0.1412735510E-01    0.1412735510E-01
  35.00  40.00   3.12   3.25    0.6665331130E-01    0.6665331130E-01
  40.00  45.00   3.12   3.25    0.1496763680E+00    0.1496763680E+00
  45.00  50.00   3.12   3.25    0.1490326520E+00    0.1490326520E+00
  50.00  55.00   3.12   3.25    0.6665328890E-01    0.6665328890E-01
  55.00  60.00   3.12   3.25    0.1412735230E-01    0.1412735230E-01
  60.00  65.00   3.12   3.25    0.2648198010E+00    0.2648198010E+00
  65.00  70.00   3.12   3.25    0.6041703220E+00    0.6041703220E+00
  70.00  75.00   3.12   3.25    0.1292482730E+01    0.1292482730E+01
  75.00  80.00   3.12   3.25    0.3093832250E+01    0.3093832250E+01
  80.00  85.00   3.12   3.25    0.3577378270E+01    0.3577378270E+01
  85.00  90.00   3.12   3.25    0.9344882010E+01    0.9344882010E+01
  90.00  95.00   3.12   3.25    0.1059196760E+02    0.1059196760E+02
  95.00 100.00   3.12   3.25    0.3577378510E+01    0.3577378510E+01
 100.00 105.00   3.12   3.25    0.3093832020E+01    0.3093832020E+01
 105.00 110.00   3.12   3.25    0.1292482730E+01    0.1292482730E+01
 110.00 115.00   3.12   3.25    0.6041703820E+00    0.6041703820E+00
 115.00 120.00   3.12   3.25    0.2648198010E+00    0.2648198010E+00
 120.00 125.00   3.12   3.25    0.1412735130E-01    0.1412735130E-01
 125.00 130.00   3.12   3.25    0.6665331870E-01    0.6665331870E-01
 130.00 135.00   3.12   3.25    0.1496763680E+00    0.1496763680E+00
 135.00 140.00   3.12   3.25    0.1490326670E+00    0.1490326670E+00
 140.00 145.00   3.12   3.25    0.6665331870E-01    0.6665331870E-01
 145.00 150.00   3.12   3.25    0.1412736350E-01    0.1412736350E-01
 150.00 155.00   3.12   3.25    0.2648198010E+00    0.2648198010E+00
 155.00 160.00   3.12   3.25    0.6041703220E+00    0.6041703220E+00
 160.00 165.00   3.12   3.25    0.1292482730E+01    0.1292482730E+01
 165.00 170.00   3.12   3.25    0.3093832250E+01    0.3093832250E+01
 170.00 175.00   3.12   3.25    0.3577378510E+01    0.3577378510E+01
 175.00 180.00   3.12   3.25    0.9344880100E+01    0.9344880100E+01
 180.00 185.00   3.12   3.25    0.1059196470E+02    0.1059196470E+02
 185.00 190.00   3.12   3.25    0.3577378510E+01    0.3577378510E+01
 190.00 195.00   3.12   3.25    0.3093832020E+01    0.3093832020E+01
 195.00 200.00   3.12   3.25    0.1292482730E+01    0.1292482730E+01
 200.00 205.00   3.12   3.25    0.6041703820E+00    0.6041703820E+00
 205.00 210.00   3.12   3.25    0.2648198310E+00    0.2648198310E+00
 210.00 215.00   3.12   3.25    0.1412736250E-01    0.1412736250E-01
 215.00 220.00   3.12   3.25    0.6665333360E-01    0.6665333360E-01
 220.00 225.00   3.12   3.25    0.1490326520E+00    0.1490326520E+00
 225.00 230.00   3.12   3.25    0.1496763530E+00    0.1496763530E+00
 230.00 235.00   3.12   3.25    0.6665329640E-01    0.6665329640E-01
 235.00 240.00   3.12   3.25    0.1412735600E-01    0.1412735600E-01
 240.00 245.00   3.12   3.25    0.2648198010E+00    0.2648198010E+00
 245.00 250.00   3.12   3.25    0.6041703820E+00    0.6041703820E+00
 250.00 255.00   3.12   3.25    0.1292482730E+01    0.1292482730E+01
 255.00 260.00   3.12   3.25    0.3093832020E+01    0.3093832020E+01
 260.00 265.00   3.12   3.25    0.3577378510E+01    0.3577378510E+01
 265.00 270.00   3.12   3.25    0.1059196660E+02    0.1059196660E+02
 270.00 275.00   3.12   3.25    0.9344880100E+01    0.9344880100E+01
 275.00 280.00   3.12   3.25    0.3577378270E+01    0.3577378270E+01
 280.00 285.00   3.12   3.25    0.3093832250E+01    0.3093832250E+01
 285.00 290.00   3.12   3.25    0.1292482730E+01    0.1292482730E+01
 290.00 295.00   3.12   3.25    0.6041703220E+00    0.6041703220E+00
 295.00 300.00   3.12   3.25    0.2648198010E+00    0.2648198010E+00
 300.00 305.00   3.12   3.25    0.1412735510E-01    0.1412735510E-01
 305.00 310.00   3.12   3.25    0.6665328150E-01    0.6665328150E-01
 310.00 315.00   3.12   3.25    0.1490326370E+00    0.1490326370E+00
 315.00 320.00   3.12   3.25    0.1496763830E+00    0.1496763830E+00
 320.00 325.00   3.12   3.25    0.6665333360E-01    0.6665333360E-01
 325.00 330.00   3.12   3.25    0.1412735510E-01    0.1412735510E-01
 330.00 335.00   3.12   3.25    0.2648198010E+00    0.2648198010E+00
 335.00 340.00   3.12   3.25    0.6041703220E+00    0.6041703220E+00
 340.00 345.00   3.12   3.25    0.1292482730E+01    0.1292482730E+01
 345.00 350.00   3.12   3.25    0.3093832250E+01    0.3093832250E+01
 350.00 355.00   3.12   3.25    0.3577378750E+01    0.3577378750E+01
 355.00 360.00   3.12   3.25    0.9344882010E+01    0.9344882010E+01
   0.00   5.00   3.25   3.38    0.8463088990E+01    0.8463088990E+01
   5.00  10.00   3.25   3.38    0.2750307800E+01    0.2750307800E+01
  10.00  15.00   3.25   3.38    0.2331272360E+01    0.2331272360E+01
  15.00  20.00   3.25   3.38    0.9826664330E+00    0.9826664330E+00
  20.00  25.00   3.25   3.38    0.2454779450E+00    0.2454779450E+00
  25.00  30.00   3.25   3.38    0.9745144100E-01    0.9745144100E-01
  30.00  35.00   3.25   3.38    0.3275662290E-01    0.3275662290E-01
  35.00  40.00   3.25   3.38    0.2109719660E+00    0.2109719660E+00
  40.00  45.00   3.25   3.38    0.3596499260E+00    0.3596499260E+00
  45.00  50.00   3.25   3.38    0.3622630540E+00    0.3622630540E+00
  50.00  55.00   3.25   3.38    0.2109718770E+00    0.2109718770E+00
  55.00  60.00   3.25   3.38    0.3275663030E-01    0.3275663030E-01
  60.00  65.00   3.25   3.38    0.9745142610E-01    0.9745142610E-01
  65.00  70.00   3.25   3.38    0.2454779150E+00    0.2454779150E+00
  70.00  75.00   3.25   3.38    0.9826664330E+00    0.9826664330E+00
  75.00  80.00   3.25   3.38    0.2331272360E+01    0.2331272360E+01
  80.00  85.00   3.25   3.38    0.2750307560E+01    0.2750307560E+01
  85.00  90.00   3.25   3.38    0.7478610990E+01    0.7478610990E+01
  90.00  95.00   3.25   3.38    0.8463089940E+01    0.8463089940E+01
  95.00 100.00   3.25   3.38    0.2750307800E+01    0.2750307800E+01
 100.00 105.00   3.25   3.38    0.2331271890E+01    0.2331271890E+01
 105.00 110.00   3.25   3.38    0.9826664330E+00    0.9826664330E+00
 110.00 115.00   3.25   3.38    0.2454779740E+00    0.2454779740E+00
 115.00 120.00   3.25   3.38    0.9745142610E-01    0.9745142610E-01
 120.00 125.00   3.25   3.38    0.3275662660E-01    0.3275662660E-01
 125.00 130.00   3.25   3.38    0.2109719510E+00    0.2109719510E+00
 130.00 135.00   3.25   3.38    0.3596498970E+00    0.3596498970E+00
 135.00 140.00   3.25   3.38    0.3622631130E+00    0.3622631130E+00
 140.00 145.00   3.25   3.38    0.2109718920E+00    0.2109718920E+00
 145.00 150.00   3.25   3.38    0.3275661540E-01    0.3275661540E-01
 150.00 155.00   3.25   3.38    0.9745144100E-01    0.9745144100E-01
 155.00 160.00   3.25   3.38    0.2454779450E+00    0.2454779450E+00
 160.00 165.00   3.25   3.38    0.9826663730E+00    0.9826663730E+00
 165.00 170.00   3.25   3.38    0.2331272130E+01    0.2331272130E+01
 170.00 175.00   3.25   3.38    0.2750307800E+01    0.2750307800E+01
 175.00 180.00   3.25   3.38    0.7478608610E+01    0.7478608610E+01
 180.00 185.00   3.25   3.38    0.8463087080E+01    0.8463087080E+01
 185.00 190.00   3.25   3.38    0.2750307800E+01    0.2750307800E+01
 190.00 195.00   3.25   3.38    0.2331272130E+01    0.2331272130E+01
 195.00 200.00   3.25   3.38    0.9826664330E+00    0.9826664330E+00
 200.00 205.00   3.25   3.38    0.2454779740E+00    0.2454779740E+00
 205.00 210.00   3.25   3.38    0.9745144100E-01    0.9745144100E-01
 210.00 215.00   3.25   3.38    0.3275661920E-01    0.3275661920E-01
 215.00 220.00   3.25   3.38    0.2109719370E+00    0.2109719370E+00
 220.00 225.00   3.25   3.38    0.3622630830E+00    0.3622630830E+00
 225.00 230.00   3.25   3.38    0.3596498970E+00    0.3596498970E+00
 230.00 235.00   3.25   3.38    0.2109719220E+00    0.2109719220E+00
 235.00 240.00   3.25   3.38    0.3275662660E-01    0.3275662660E-01
 240.00 245.00   3.25   3.38    0.9745144100E-01    0.9745144100E-01
 245.00 250.00   3.25   3.38    0.2454779740E+00    0.2454779740E+00
 250.00 255.00   3.25   3.38    0.9826664330E+00    0.9826664330E+00
 255.00 260.00   3.25   3.38    0.2331271890E+01    0.2331271890E+01
 260.00 265.00   3.25   3.38    0.2750307800E+01    0.2750307800E+01
 265.00 270.00   3.25   3.38    0.8463087080E+01    0.8463087080E+01
 270.00 275.00   3.25   3.38    0.7478609090E+01    0.7478609090E+01
 275.00 280.00   3.25   3.38    0.2750307560E+01    0.2750307560E+01
 280.00 285.00   3.25   3.38    0.2331272130E+01    0.2331272130E+01
 285.00 290.00   3.25   3.38    0.9826663730E+00    0.9826663730E+00
 290.00 295.00   3.25   3.38    0.2454779000E+00    0.2454779000E+00
 295.00 300.00   3.25   3.38    0.9745142610E-01    0.9745142610E-01
 300.00 305.00   3.25   3.38    0.3275662660E-01    0.3275662660E-01
 305.00 310.00   3.25   3.38    0.2109718470E+00    0.2109718470E+00
 310.00 315.00   3.25   3.38    0.3622630240E+00    0.3622630240E+00
 315.00 320.00   3.25   3.38    0.3596499260E+00    0.3596499260E+00
 320.00 325.00   3.25   3.38    0.2109719960E+00    0.2109719960E+00
 325.00 330.00   3.25   3.38    0.3275663030E-01    0.3275663030E-01
 330.00 335.00   3.25   3.38    0.9745144100E-01    0.9745144100E-01
 335.00 340.00   3.25   3.38    0.2454779600E+00    0.2454779600E+00
 340.00 345.00   3.25   3.38    0.9826664920E+00    0.9826664920E+00
 345.00 350.00   3.25   3.38    0.2331272130E+01    0.2331272130E+01
 350.00 355.00   3.25   3.38    0.2750307800E+01    0.2750307800E+01
 355.00 360.00   3.25   3.38    0.7478610520E+01    0.7478610520E+01
   0.00   5.00   3.38   3.50    0.6938843250E+01    0.6938843250E+01
   5.00  10.00   3.38   3.50    0.2108979460E+01    0.2108979460E+01
  10.00  15.00   3.38   3.50    0.1705757020E+01    0.1705757020E+01
  15.00  20.00   3.38   3.50    0.8059206010E+00    0.8059206010E+00
  20.00  25.00   3.38   3.50    0.1210874540E+00    0.1210874540E+00
  25.00  30.00   3.38   3.50    0.4655530680E-01    0.4655530680E-01
  30.00  35.00   3.38   3.50    0.1142788380E+00    0.1142788380E+00
  35.00  40.00   3.38   3.50    0.4007453320E+00    0.4007453320E+00
  40.00  45.00   3.38   3.50    0.5646395090E+00    0.5646395090E+00
  45.00  50.00   3.38   3.50    0.5698649290E+00    0.5698649290E+00
  50.00  55.00   3.38   3.50    0.4007453320E+00    0.4007453320E+00
  55.00  60.00   3.38   3.50    0.1142788530E+00    0.1142788530E+00
